name, method, class, x, y
leaf,i,0,1.0,1.0
leaf,i,0,0.871951219512,1.0
leaf,i,0,0.862804878049,1.0
leaf,i,0,0.853658536585,0.916666666667
leaf,i,0,0.84756097561,0.916666666667
leaf,i,0,0.835365853659,0.916666666667
leaf,i,0,0.829268292683,0.916666666667
leaf,i,0,0.82012195122,0.916666666667
leaf,i,0,0.807926829268,0.916666666667
leaf,i,0,0.801829268293,0.916666666667
leaf,i,0,0.792682926829,0.916666666667
leaf,i,0,0.783536585366,0.916666666667
leaf,i,0,0.780487804878,0.916666666667
leaf,i,0,0.77743902439,0.833333333333
leaf,i,0,0.762195121951,0.833333333333
leaf,i,0,0.756097560976,0.833333333333
leaf,i,0,0.740853658537,0.833333333333
leaf,i,0,0.728658536585,0.833333333333
leaf,i,0,0.716463414634,0.833333333333
leaf,i,0,0.710365853659,0.833333333333
leaf,i,0,0.698170731707,0.833333333333
leaf,i,0,0.69512195122,0.833333333333
leaf,i,0,0.689024390244,0.833333333333
leaf,i,0,0.689024390244,0.75
leaf,i,0,0.673780487805,0.75
leaf,i,0,0.667682926829,0.75
leaf,i,0,0.658536585366,0.75
leaf,i,0,0.637195121951,0.75
leaf,i,0,0.618902439024,0.75
leaf,i,0,0.606707317073,0.75
leaf,i,0,0.603658536585,0.75
leaf,i,0,0.59756097561,0.75
leaf,i,0,0.594512195122,0.75
leaf,i,0,0.579268292683,0.75
leaf,i,0,0.576219512195,0.75
leaf,i,0,0.567073170732,0.75
leaf,i,0,0.564024390244,0.75
leaf,i,0,0.560975609756,0.75
leaf,i,0,0.551829268293,0.75
leaf,i,0,0.545731707317,0.75
leaf,i,0,0.533536585366,0.75
leaf,i,0,0.521341463415,0.75
leaf,i,0,0.509146341463,0.75
leaf,i,0,0.496951219512,0.75
leaf,i,0,0.490853658537,0.75
leaf,i,0,0.484756097561,0.75
leaf,i,0,0.47256097561,0.75
leaf,i,0,0.469512195122,0.75
leaf,i,0,0.457317073171,0.75
leaf,i,0,0.451219512195,0.666666666667
leaf,i,0,0.442073170732,0.583333333333
leaf,i,0,0.432926829268,0.583333333333
leaf,i,0,0.42987804878,0.583333333333
leaf,i,0,0.423780487805,0.583333333333
leaf,i,0,0.414634146341,0.583333333333
leaf,i,0,0.408536585366,0.583333333333
leaf,i,0,0.399390243902,0.583333333333
leaf,i,0,0.381097560976,0.583333333333
leaf,i,0,0.365853658537,0.5
leaf,i,0,0.359756097561,0.5
leaf,i,0,0.356707317073,0.5
leaf,i,0,0.356707317073,0.416666666667
leaf,i,0,0.353658536585,0.416666666667
leaf,i,0,0.341463414634,0.333333333333
leaf,i,0,0.338414634146,0.333333333333
leaf,i,0,0.32012195122,0.333333333333
leaf,i,0,0.317073170732,0.333333333333
leaf,i,0,0.307926829268,0.333333333333
leaf,i,0,0.295731707317,0.333333333333
leaf,i,0,0.286585365854,0.25
leaf,i,0,0.268292682927,0.25
leaf,i,0,0.25,0.25
leaf,i,0,0.243902439024,0.25
leaf,i,0,0.237804878049,0.25
leaf,i,0,0.237804878049,0.166666666667
