name, method, class, x, y
leaf,i,0,1.0,1.0
leaf,i,0,0.673780487805,1.0
leaf,i,0,0.667682926829,1.0
leaf,i,0,0.664634146341,1.0
leaf,i,0,0.664634146341,0.916666666667
leaf,i,0,0.65243902439,0.916666666667
leaf,i,0,0.640243902439,0.916666666667
leaf,i,0,0.637195121951,0.916666666667
leaf,i,0,0.634146341463,0.916666666667
leaf,i,0,0.625,0.916666666667
leaf,i,0,0.618902439024,0.833333333333
leaf,i,0,0.612804878049,0.833333333333
leaf,i,0,0.606707317073,0.833333333333
leaf,i,0,0.603658536585,0.833333333333
leaf,i,0,0.600609756098,0.833333333333
leaf,i,0,0.591463414634,0.833333333333
leaf,i,0,0.585365853659,0.75
leaf,i,0,0.573170731707,0.75
leaf,i,0,0.567073170732,0.75
leaf,i,0,0.551829268293,0.666666666667
leaf,i,0,0.539634146341,0.666666666667
leaf,i,0,0.533536585366,0.666666666667
leaf,i,0,0.530487804878,0.666666666667
leaf,i,0,0.524390243902,0.666666666667
leaf,i,0,0.518292682927,0.666666666667
leaf,i,0,0.512195121951,0.666666666667
leaf,i,0,0.506097560976,0.666666666667
leaf,i,0,0.493902439024,0.666666666667
leaf,i,0,0.487804878049,0.666666666667
leaf,i,0,0.484756097561,0.666666666667
leaf,i,0,0.481707317073,0.583333333333
leaf,i,0,0.475609756098,0.583333333333
leaf,i,0,0.469512195122,0.583333333333
leaf,i,0,0.457317073171,0.583333333333
leaf,i,0,0.451219512195,0.583333333333
leaf,i,0,0.442073170732,0.583333333333
leaf,i,0,0.432926829268,0.5
leaf,i,0,0.426829268293,0.5
leaf,i,0,0.420731707317,0.5
leaf,i,0,0.40243902439,0.5
leaf,i,0,0.396341463415,0.5
leaf,i,0,0.390243902439,0.5
leaf,i,0,0.387195121951,0.5
leaf,i,0,0.378048780488,0.5
leaf,i,0,0.375,0.5
leaf,i,0,0.371951219512,0.5
leaf,i,0,0.371951219512,0.416666666667
leaf,i,0,0.359756097561,0.416666666667
leaf,i,0,0.34756097561,0.416666666667
leaf,i,0,0.344512195122,0.416666666667
leaf,i,0,0.332317073171,0.416666666667
leaf,i,0,0.32012195122,0.416666666667
leaf,i,0,0.310975609756,0.416666666667
leaf,i,0,0.301829268293,0.416666666667
leaf,i,0,0.298780487805,0.416666666667
leaf,i,0,0.292682926829,0.416666666667
leaf,i,0,0.286585365854,0.416666666667
leaf,i,0,0.283536585366,0.333333333333
leaf,i,0,0.27743902439,0.333333333333
leaf,i,0,0.271341463415,0.333333333333
leaf,i,0,0.262195121951,0.333333333333
leaf,i,0,0.256097560976,0.333333333333
leaf,i,0,0.253048780488,0.333333333333
leaf,i,0,0.243902439024,0.333333333333
leaf,i,0,0.234756097561,0.25
leaf,i,0,0.231707317073,0.25
leaf,i,0,0.228658536585,0.25
leaf,i,0,0.225609756098,0.25
leaf,i,0,0.22256097561,0.25
leaf,i,0,0.219512195122,0.25
leaf,i,0,0.210365853659,0.25
leaf,i,0,0.201219512195,0.25
leaf,i,0,0.19512195122,0.25
leaf,i,0,0.189024390244,0.166666666667
leaf,i,0,0.182926829268,0.166666666667
leaf,i,0,0.173780487805,0.166666666667
leaf,i,0,0.161585365854,0.166666666667
leaf,i,0,0.158536585366,0.166666666667
leaf,i,0,0.155487804878,0.166666666667
leaf,i,0,0.146341463415,0.0833333333333
leaf,i,0,0.137195121951,0.0833333333333
leaf,i,0,0.125,0.0833333333333
leaf,i,0,0.109756097561,0.0833333333333
leaf,i,0,0.094512195122,0.0833333333333
leaf,i,0,0.0884146341463,0.0833333333333
leaf,i,0,0.0853658536585,0.0833333333333
leaf,i,0,0.0701219512195,0.0833333333333
leaf,i,0,0.0609756097561,0.0833333333333
leaf,i,0,0.0548780487805,0.0833333333333
leaf,i,0,0.0457317073171,0.0833333333333
leaf,i,0,0.0396341463415,0.0833333333333
leaf,i,0,0.0335365853659,0.0
leaf,i,0,0.0243902439024,0.0
leaf,i,0,0.0182926829268,0.0
leaf,i,0,0.0121951219512,0.0
leaf,i,0,0.0030487804878,0.0
leaf,i,1,1.0,1.0
leaf,i,1,0.678787878788,0.9
leaf,i,1,0.672727272727,0.9
leaf,i,1,0.669696969697,0.9
leaf,i,1,0.666666666667,0.9
leaf,i,1,0.654545454545,0.9
leaf,i,1,0.642424242424,0.9
leaf,i,1,0.642424242424,0.8
leaf,i,1,0.639393939394,0.8
leaf,i,1,0.630303030303,0.8
leaf,i,1,0.621212121212,0.8
leaf,i,1,0.615151515152,0.8
leaf,i,1,0.609090909091,0.8
leaf,i,1,0.606060606061,0.8
leaf,i,1,0.60303030303,0.8
leaf,i,1,0.593939393939,0.8
leaf,i,1,0.584848484848,0.8
leaf,i,1,0.572727272727,0.8
leaf,i,1,0.569696969697,0.7
leaf,i,1,0.551515151515,0.7
leaf,i,1,0.539393939394,0.7
leaf,i,1,0.533333333333,0.7
leaf,i,1,0.530303030303,0.7
leaf,i,1,0.524242424242,0.7
leaf,i,1,0.518181818182,0.7
leaf,i,1,0.512121212121,0.7
leaf,i,1,0.506060606061,0.7
leaf,i,1,0.493939393939,0.7
leaf,i,1,0.487878787879,0.7
leaf,i,1,0.484848484848,0.7
leaf,i,1,0.478787878788,0.7
leaf,i,1,0.472727272727,0.7
leaf,i,1,0.466666666667,0.7
leaf,i,1,0.454545454545,0.7
leaf,i,1,0.448484848485,0.7
leaf,i,1,0.439393939394,0.7
leaf,i,1,0.427272727273,0.7
leaf,i,1,0.421212121212,0.7
leaf,i,1,0.415151515152,0.7
leaf,i,1,0.39696969697,0.7
leaf,i,1,0.390909090909,0.7
leaf,i,1,0.384848484848,0.7
leaf,i,1,0.381818181818,0.7
leaf,i,1,0.372727272727,0.7
leaf,i,1,0.369696969697,0.7
leaf,i,1,0.366666666667,0.7
leaf,i,1,0.363636363636,0.7
leaf,i,1,0.351515151515,0.7
leaf,i,1,0.342424242424,0.6
leaf,i,1,0.339393939394,0.6
leaf,i,1,0.327272727273,0.6
leaf,i,1,0.315151515152,0.6
leaf,i,1,0.306060606061,0.6
leaf,i,1,0.29696969697,0.6
leaf,i,1,0.293939393939,0.6
leaf,i,1,0.287878787879,0.6
leaf,i,1,0.281818181818,0.6
leaf,i,1,0.275757575758,0.6
leaf,i,1,0.269696969697,0.6
leaf,i,1,0.263636363636,0.6
leaf,i,1,0.254545454545,0.6
leaf,i,1,0.251515151515,0.5
leaf,i,1,0.248484848485,0.5
leaf,i,1,0.239393939394,0.5
leaf,i,1,0.230303030303,0.4
leaf,i,1,0.227272727273,0.4
leaf,i,1,0.224242424242,0.4
leaf,i,1,0.221212121212,0.4
leaf,i,1,0.218181818182,0.4
leaf,i,1,0.215151515152,0.4
leaf,i,1,0.206060606061,0.4
leaf,i,1,0.2,0.3
leaf,i,1,0.193939393939,0.3
leaf,i,1,0.187878787879,0.2
leaf,i,1,0.181818181818,0.2
leaf,i,1,0.172727272727,0.2
leaf,i,1,0.160606060606,0.2
leaf,i,1,0.157575757576,0.2
leaf,i,1,0.154545454545,0.2
leaf,i,1,0.142424242424,0.2
leaf,i,1,0.136363636364,0.1
leaf,i,1,0.124242424242,0.1
leaf,i,1,0.109090909091,0.1
leaf,i,1,0.0939393939394,0.1
leaf,i,1,0.0878787878788,0.1
leaf,i,1,0.0848484848485,0.1
leaf,i,1,0.069696969697,0.1
leaf,i,1,0.0606060606061,0.1
leaf,i,1,0.0545454545455,0.1
leaf,i,1,0.0454545454545,0.1
leaf,i,1,0.0393939393939,0.1
leaf,i,1,0.030303030303,0.1
leaf,i,1,0.0212121212121,0.1
leaf,i,1,0.0151515151515,0.1
leaf,i,1,0.00909090909091,0.1
leaf,i,1,0.0030303030303,0.0
leaf,i,2,1.0,1.0
leaf,i,2,0.678787878788,0.9
leaf,i,2,0.672727272727,0.9
leaf,i,2,0.669696969697,0.9
leaf,i,2,0.666666666667,0.9
leaf,i,2,0.654545454545,0.9
leaf,i,2,0.642424242424,0.9
leaf,i,2,0.639393939394,0.9
leaf,i,2,0.636363636364,0.9
leaf,i,2,0.630303030303,0.8
leaf,i,2,0.621212121212,0.8
leaf,i,2,0.615151515152,0.8
leaf,i,2,0.609090909091,0.8
leaf,i,2,0.606060606061,0.8
leaf,i,2,0.60303030303,0.8
leaf,i,2,0.593939393939,0.8
leaf,i,2,0.584848484848,0.8
leaf,i,2,0.572727272727,0.8
leaf,i,2,0.566666666667,0.8
leaf,i,2,0.551515151515,0.7
leaf,i,2,0.539393939394,0.7
leaf,i,2,0.533333333333,0.7
leaf,i,2,0.530303030303,0.7
leaf,i,2,0.524242424242,0.7
leaf,i,2,0.518181818182,0.7
leaf,i,2,0.512121212121,0.7
leaf,i,2,0.509090909091,0.6
leaf,i,2,0.49696969697,0.6
leaf,i,2,0.490909090909,0.6
leaf,i,2,0.487878787879,0.6
leaf,i,2,0.481818181818,0.6
leaf,i,2,0.475757575758,0.6
leaf,i,2,0.469696969697,0.6
leaf,i,2,0.460606060606,0.5
leaf,i,2,0.454545454545,0.5
leaf,i,2,0.445454545455,0.5
leaf,i,2,0.433333333333,0.5
leaf,i,2,0.427272727273,0.5
leaf,i,2,0.421212121212,0.5
leaf,i,2,0.40303030303,0.5
leaf,i,2,0.39696969697,0.5
leaf,i,2,0.390909090909,0.5
leaf,i,2,0.387878787879,0.5
leaf,i,2,0.378787878788,0.5
leaf,i,2,0.375757575758,0.5
leaf,i,2,0.372727272727,0.5
leaf,i,2,0.369696969697,0.5
leaf,i,2,0.357575757576,0.5
leaf,i,2,0.348484848485,0.4
leaf,i,2,0.345454545455,0.4
leaf,i,2,0.336363636364,0.3
leaf,i,2,0.324242424242,0.3
leaf,i,2,0.315151515152,0.3
leaf,i,2,0.306060606061,0.3
leaf,i,2,0.30303030303,0.3
leaf,i,2,0.29696969697,0.3
leaf,i,2,0.290909090909,0.3
leaf,i,2,0.284848484848,0.3
leaf,i,2,0.278787878788,0.3
leaf,i,2,0.272727272727,0.3
leaf,i,2,0.263636363636,0.3
leaf,i,2,0.260606060606,0.2
leaf,i,2,0.257575757576,0.2
leaf,i,2,0.248484848485,0.2
leaf,i,2,0.236363636364,0.2
leaf,i,2,0.233333333333,0.2
leaf,i,2,0.230303030303,0.2
leaf,i,2,0.227272727273,0.2
leaf,i,2,0.224242424242,0.2
leaf,i,2,0.221212121212,0.2
