1.200000000000000000e+01,8.000000000000000000e+00,1.424242424242424046e-02,1.139393939393939202e-02,1.281818181818181537e-02,9.969696969696966934e-03,1.281818181818181537e-02,1.424242424242424003e-03,1.281818181818181537e-02,0.000000000000000000e+00,1.566666666666666555e-02,7.121212121212120230e-03,0.000000000000000000e+00,1.566666666666666555e-02,1.851515151515150878e-02,1.709090909090908716e-02,1.281818181818181537e-02,1.424242424242424046e-02,1.424242424242424046e-02,1.851515151515150878e-02,2.848484848484848005e-03,1.281818181818181537e-02,7.121212121212120230e-03,1.424242424242424046e-02,1.566666666666666555e-02,1.139393939393939202e-02,0.000000000000000000e+00,1.281818181818181537e-02,1.424242424242424046e-02,0.000000000000000000e+00,1.281818181818181537e-02,0.000000000000000000e+00
1.200000000000000000e+01,2.300000000000000000e+01,1.393939393939393895e-02,1.115151515151515012e-02,1.254545454545454367e-02,9.757575757575754835e-03,1.254545454545454367e-02,1.393939393939393765e-03,1.254545454545454367e-02,0.000000000000000000e+00,1.533333333333333423e-02,6.969696969696969474e-03,0.000000000000000000e+00,1.533333333333333423e-02,1.812121212121211786e-02,1.672727272727272257e-02,1.254545454545454367e-02,1.393939393939393895e-02,1.393939393939393895e-02,1.812121212121211786e-02,2.787878787878787529e-03,1.254545454545454367e-02,6.969696969696969474e-03,1.393939393939393895e-02,1.533333333333333423e-02,1.115151515151515012e-02,0.000000000000000000e+00,1.254545454545454367e-02,1.393939393939393895e-02,0.000000000000000000e+00,1.254545454545454367e-02,0.000000000000000000e+00
1.200000000000000000e+01,2.300000000000000000e+01,1.454545454545454371e-02,1.163636363636363392e-02,1.309090909090908882e-02,1.018181818181817903e-02,1.309090909090908882e-02,1.454545454545454241e-03,1.309090909090908882e-02,0.000000000000000000e+00,1.600000000000000033e-02,7.272727272727271854e-03,0.000000000000000000e+00,1.600000000000000033e-02,1.890909090909090318e-02,1.745454545454544829e-02,1.309090909090908882e-02,1.454545454545454371e-02,1.454545454545454371e-02,1.890909090909090318e-02,2.909090909090908481e-03,1.309090909090908882e-02,7.272727272727271854e-03,1.454545454545454371e-02,1.600000000000000033e-02,1.163636363636363392e-02,0.000000000000000000e+00,1.309090909090908882e-02,1.454545454545454371e-02,0.000000000000000000e+00,1.309090909090908882e-02,0.000000000000000000e+00
1.200000000000000000e+01,3.000000000000000000e+00,1.469696969696969446e-02,1.175757575757575488e-02,1.322727272727272467e-02,1.028787878787878508e-02,1.322727272727272467e-02,1.469696969696969360e-03,1.322727272727272467e-02,0.000000000000000000e+00,1.616666666666666599e-02,7.348484848484847232e-03,0.000000000000000000e+00,1.616666666666666599e-02,1.910606060606060211e-02,1.763636363636363058e-02,1.322727272727272467e-02,1.469696969696969446e-02,1.469696969696969446e-02,1.910606060606060211e-02,2.939393939393938719e-03,1.322727272727272467e-02,7.348484848484847232e-03,1.469696969696969446e-02,1.616666666666666599e-02,1.175757575757575488e-02,0.000000000000000000e+00,1.322727272727272467e-02,1.469696969696969446e-02,0.000000000000000000e+00,1.322727272727272467e-02,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.393939393939393895e-02,1.115151515151515012e-02,1.254545454545454367e-02,9.757575757575754835e-03,1.254545454545454367e-02,1.393939393939393765e-03,1.254545454545454367e-02,0.000000000000000000e+00,1.533333333333333423e-02,6.969696969696969474e-03,0.000000000000000000e+00,1.533333333333333423e-02,1.812121212121211786e-02,1.672727272727272257e-02,1.254545454545454367e-02,1.393939393939393895e-02,1.393939393939393895e-02,1.812121212121211786e-02,2.787878787878787529e-03,1.254545454545454367e-02,6.969696969696969474e-03,1.393939393939393895e-02,1.533333333333333423e-02,1.115151515151515012e-02,0.000000000000000000e+00,1.254545454545454367e-02,1.393939393939393895e-02,0.000000000000000000e+00,1.254545454545454367e-02,0.000000000000000000e+00
2.400000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.750000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,8.000000000000000000e+00,1.499999999999999771e-02,1.199999999999999852e-02,1.349999999999999811e-02,1.049999999999999718e-02,1.349999999999999811e-02,1.499999999999999814e-03,1.349999999999999811e-02,0.000000000000000000e+00,1.650000000000000078e-02,7.499999999999998855e-03,0.000000000000000000e+00,1.650000000000000078e-02,1.949999999999999650e-02,1.799999999999999517e-02,1.349999999999999811e-02,1.499999999999999771e-02,1.499999999999999771e-02,1.949999999999999650e-02,2.999999999999999629e-03,1.349999999999999811e-02,7.499999999999998855e-03,1.499999999999999771e-02,1.650000000000000078e-02,1.199999999999999852e-02,0.000000000000000000e+00,1.349999999999999811e-02,1.499999999999999771e-02,0.000000000000000000e+00,1.349999999999999811e-02,0.000000000000000000e+00
1.200000000000000000e+01,2.800000000000000000e+01,1.393939393939393895e-02,1.115151515151515012e-02,1.254545454545454367e-02,9.757575757575754835e-03,1.254545454545454367e-02,1.393939393939393765e-03,1.254545454545454367e-02,0.000000000000000000e+00,1.533333333333333423e-02,6.969696969696969474e-03,0.000000000000000000e+00,1.533333333333333423e-02,1.812121212121211786e-02,1.672727272727272257e-02,1.254545454545454367e-02,1.393939393939393895e-02,1.393939393939393895e-02,1.812121212121211786e-02,2.787878787878787529e-03,1.254545454545454367e-02,6.969696969696969474e-03,1.393939393939393895e-02,1.533333333333333423e-02,1.115151515151515012e-02,0.000000000000000000e+00,1.254545454545454367e-02,1.393939393939393895e-02,0.000000000000000000e+00,1.254545454545454367e-02,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.571428571428570953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
